LON,LAT,NUMBER,STREET,UNIT,CITY,DISTRICT,REGION,POSTCODE,ID,HASH
-73.2290438,44.4484277,254,SOUTH COVE RD,,,,,,,3307f5fb1cfbb29e
-73.2296231,44.4484403,140,SOUTH COVE RD,,,,,,,e69ae4a681a6da42
-73.2157514,44.4485092,98,SOUTH CREST DR,,,,,,,7ff6c7024d4b1df0
-73.2136233,44.4477072,1110,PINE ST,,,,,,,d46b8da9d4f2882b
-73.2142024,44.4485827,1092,PINE ST,,,,,,,ff8719cdd3069470
-73.216655,44.4486778,91,SOUTH CREST DR,,,,,,,cd37950fe89d1860
-73.2270733,44.4485123,96,DUNDER RD,,,,,,,6b7d39794bf2f832
-73.214997,44.4487301,1085,PINE ST,,,,,,,d3425e3eb029c0e6
-73.2303926,44.4486926,135,SOUTH COVE RD,,,,,,,00d377eadd20a2e4
-73.2157331,44.4488143,84,SOUTH CREST DR,,,,,,,149cf548f09c5a0e
-73.2277467,44.4486184,97,DUNDER RD,,,,,,,ec976fbea144f34e
-73.2288349,44.4487429,264,SOUTH COVE RD,,,,,,,0ccbc98ca770659a
-73.2166386,44.4488921,85,SOUTH CREST DR,,,,,,,1cc824296f973141
-73.2216202,44.44841,101,INDUSTRIAL PW,,,,,,,1cec7882a32be0cc
-73.2294115,44.4487631,128,SOUTH COVE RD,,,,,,,ccdd7fefbbf47293
-73.2149771,44.4489439,1079,PINE ST,,,,,,,05d8010d2c268ff0
-73.2281169,44.4486601,267,SOUTH COVE RD,,,,,,,55e50f9feff59c3a
-73.2269254,44.4488524,80,DUNDER RD,,,,,,,c87f043b251a4b7e
-73.2156982,44.4490521,78,SOUTH CREST DR,,,,,,,f972b37a0ba7cfdc
-73.2149632,44.4491115,1073,PINE ST,,,,,,,771be397956e0025
-73.2302659,44.4489659,125,SOUTH COVE RD,,,,,,,6ab86dea179a2a49
-73.2165924,44.4491002,79,SOUTH CREST DR,,,,,,,1d8a481b772f2ec1
-73.2275849,44.4490623,81,DUNDER RD,,,,,,,774ed3552c37b22b
-73.228714,44.4490746,0,SOUTH COVE RD,,,,,,,8bf41485f2921c5a
-73.2149477,44.4492755,1069,PINE ST,,,,,,,a063d9f588ca825a
-73.2292812,44.4490996,116,SOUTH COVE RD,,,,,,,36207aba67b86094
-73.2156716,44.4492562,70,SOUTH CREST DR,,,,,,,77a89517e2f8f022
-73.2279805,44.4491373,285,SOUTH COVE RD,,,,,,,a76e1b6292e322e9
-73.2165464,44.4493098,69,SOUTH CREST DR,,,,,,,ed1e925b0b9bf110
-73.2267771,44.4491924,66,DUNDER RD,,,,,,,342ab25dbd65f913
-73.2303013,44.4492457,111,SOUTH COVE RD,,,,,,,8bc92f988b47856f
-73.2149319,44.4494604,1061,PINE ST,,,,,,,66163b25c235eda6
-73.2156591,44.4494615,60,SOUTH CREST DR,,,,,,,ca0457ddd8e5e949
-73.2165674,44.4495189,59,SOUTH CREST DR,,,,,,,a01b83bf444df10d
-73.2274682,44.4493985,65,DUNDER RD,,,,,,,1aaff6f2ebb7a8d9
-73.2233688,44.4487216,161,AUSTIN DR,,,,,,,00ac4b929b91fcac
-73.2279491,44.449443,295,SOUTH COVE RD,,,,,,,4689e0052d56b761
-73.2287262,44.4494279,296,SOUTH COVE RD,,,,,,,4513868f048d3956
-73.2293067,44.4494493,104,SOUTH COVE RD,,,,,,,f545d315df451c0f
-73.2303482,44.4494991,99,SOUTH COVE RD,,,,,,,1c95fba8fcc5f025
-73.2149119,44.4496659,1053,PINE ST,,,,,,,389d8ccf819247da
-73.2156565,44.4496683,54,SOUTH CREST DR,,,,,,,363db47742d593a3
-73.2235897,44.4496568,0,- -,,,,,,,6d8c0128f8d94ea8
-73.2266295,44.449519,56,DUNDER RD,,,,,,,152d102339c23dbe
-73.216586,44.4497175,53,SOUTH CREST DR,,,,,,,9f6a7bbee51c7031
-73.2223274,44.4496468,155,AUSTIN DR,,,,,,,781f8070d3486a14
-73.2148976,44.4498503,1045,PINE ST,,,,,,,342976f1247f72fb
-73.2250303,44.4490383,161,AUSTIN DR,,,,,,,73dcc31a1e34d709
-73.227933,44.4497365,305,SOUTH COVE RD,,,,,,,635eea50370c6f4d
-73.2273715,44.4497189,53,DUNDER RD,,,,,,,054c4696a41613ad
-73.215659,44.4498735,46,SOUTH CREST DR,,,,,,,47fe245e4a627d5f
-73.223208,44.4497856,165,AUSTIN DR,,,,,,,7fe18f7aebf7cbbb
-73.2293778,44.449778,92,SOUTH COVE RD,,,,,,,d2f7f76e774818e2
-73.216621,44.4499158,45,SOUTH CREST DR,,,,,,,4d705df5b6cf3f74
-73.2126321,44.4495317,0,SOUTH MEADOW DR,,,,,,,2da8511bf614d16d
-73.2287903,44.4497839,304,SOUTH COVE RD,,,,,,,f6ebb42465166f95
-73.214881,44.4500143,1037,PINE ST,,,,,,,3bbb6b28a1aec431
-73.2264884,44.4498478,46,DUNDER RD,,,,,,,92458d125845a274
-73.2237253,44.4498667,181,AUSTIN DR,,,,,,,03829184e4a23396
-73.2240831,44.4492546,0,ROAD_ROW -,,,,,,,aa963e361a7707f4
-73.2210862,44.4493224,79,INDUSTRIAL PW,,,,,,,19b718d7c2def470
-73.2156643,44.4500779,38,SOUTH CREST DR,,,,,,,4daaf39e874e2644
-73.2221698,44.4499247,145,AUSTIN DR,,,,,,,2c80563dee174786
-73.2243918,44.4499338,197,AUSTIN DR,,,,,,,ba6c5fc605ca0423
-73.2279907,44.4500167,317,SOUTH COVE RD,,,,,,,32695b59b0dd57bf
-73.2273154,44.4500144,39,DUNDER RD,,,,,,,ddb5d1b441aeafb9
-73.2166588,44.4501188,35,SOUTH CREST DR,,,,,,,0c1c9ee25c651612
-73.2148665,44.4501789,1033,PINE ST,,,,,,,3cf2f669de2db6f3
-73.2247641,44.4499951,209,AUSTIN DR,,,,,,,8cca0991c8c7580c
-73.2289343,44.4501048,322,SOUTH COVE RD,,,,,,,677031b24402aad1
-73.2158048,44.4502947,30,SOUTH CREST DR,,,,,,,937d5bf12f9df659
-73.2167322,44.4503174,29,SOUTH CREST DR,,,,,,,d8c3baaec3f82869
-73.2264798,44.4501934,36,DUNDER RD,,,,,,,57aaa30b07a7c07e
-73.2253639,44.4478331,161,AUSTIN DR,,,,,,,dd393edcb1763632
-73.225278,44.4500908,219,AUSTIN DR,,,,,,,2a50dc7b99c1cd4d
-73.2220031,44.4502126,0,- -,,,,,,,d8d6e8865547854c
-73.2139696,44.4499232,1042,PINE ST,,,,,,,46347cdbafb3548a
-73.2304275,44.449952,0,SOUTH COVE RD,,,,,,,41362bf50692dba1
-73.2295414,44.4501259,80,SOUTH COVE RD,,,,,,,900851e273869a04
-73.2273926,44.4502915,31,DUNDER RD,,,,,,,537c4c60de0196f0
-73.2281062,44.4503103,325,SOUTH COVE RD,,,,,,,7e4909a4f2fa4148
-73.2150353,44.4503523,1027,PINE ST,,,,,,,ae71cdf7280abc00
-73.2291041,44.4503651,330,SOUTH COVE RD,,,,,,,cadb6b004b71aafb
-73.214817,44.4505227,1021,PINE ST,,,,,,,e15b4835b529bafb
-73.215851,44.4505018,20,SOUTH CREST DR,,,,,,,e88396e3ed3659e0
-73.2168079,44.4505392,19,SOUTH CREST DR,,,,,,,5134322df7078e7a
-73.2265424,44.4505094,24,DUNDER RD,,,,,,,9dfd19633a6e7c56
-73.2299791,44.4504105,50,SOUTH COVE RD,,,,,,,fd57cf206e9d549c
-73.2104644,44.449359,555,SHELBURNE ST,,,,,,,8ebf3ffde7d88644
-73.211679,44.450585,169,HOME AV,,,,,,,8af8bc8106adfb73
-73.2322697,44.4505138,29,EASTMAN WY,,,,,,,13e110bbb2fbe377
-73.2121195,44.45061,161,HOME AV,,,,,,,514179000a1fa9a4
-73.2218174,44.4505246,121,AUSTIN DR,,,,,,,5ec52dd60e202c35
-73.2125239,44.4506325,147,HOME AV,,,,,,,6aa16ed4d22a6aba
-73.2306863,44.4505622,5,EASTMAN WY,,,,,,,1952ee87f57726de
-73.2128178,44.4506505,141,HOME AV,,,,,,,bb57e1c15560af49
-73.2121786,44.4484853,0,SOUTH MEADOW DR,,,,,,,0f9edb888969cfbe
-73.2135568,44.4496516,0,SOUTH MEADOW DR,,,,,,,dcf44d8d19a3a97b
-73.2133323,44.4506776,129,HOME AV,,,,,,,227c3bdc68e32be2
-73.2168023,44.4507607,17,SOUTH CREST DR,,,,,,,4bb122379edcb282
-73.2274713,44.4506123,19,DUNDER RD,,,,,,,902f12eef8b1c6eb
-73.2259542,44.4504861,243,AUSTIN DR,,,,,,,068bf9bfeb9ec94e
-73.2136265,44.450694,121,HOME AV,,,,,,,c31cf743fb7b3bfe
-73.2319961,44.4504204,25,EASTMAN WY,,,,,,,25c64605d1dfc873
-73.2138661,44.4507082,115,HOME AV,,,,,,,98a0396289edb6da
-73.2141293,44.4507243,105,HOME AV,,,,,,,913b4c0f40b7ded9
-73.2315862,44.4505889,21,EASTMAN WY,,,,,,,054e3eff466f8cd4
-73.2146418,44.4507863,95,HOME AV,,,,,,,9958baddebc1c01e
-73.2148728,44.4507993,89,HOME AV,,,,,,,2ec30b7301209d5a
-73.2292415,44.4506655,340,SOUTH COVE RD,,,,,,,c71d1fabd70e309b
-73.2096707,44.4509241,0,- -,,,,,,,e46199475c3cc14e
-73.2282603,44.4506462,341,SOUTH COVE RD,,,,,,,70974bcf0907bc98
-73.2151062,44.45077,85,HOME AV,,,,,,,9eb26dd11aec065a
-73.2312918,44.4506611,17,EASTMAN WY,,,,,,,647978d321393e19
-73.2310205,44.4506065,15,EASTMAN WY,,,,,,,fe9ed91c72059bfc
-73.2153369,44.4507825,83,HOME AV,,,,,,,7f60495e1db728c2
-73.2155678,44.4507957,75,HOME AV,,,,,,,bbd18d63a0dff209
-73.2157959,44.4508086,65,HOME AV,,,,,,,7ccf544fd60a3fbf
-73.2160246,44.4508214,59,HOME AV,,,,,,,b59e596b0ea8a8dc
-73.2321575,44.4507571,33,EASTMAN WY,,,,,,,0df87c4787f1a3f1
-73.2162518,44.4508341,53,HOME AV,,,,,,,d5eeea4228f89f5e
-73.216775,44.4509655,5,SOUTH CREST DR,,,,,,,83f6bbfb5266b110
-73.2298498,44.4507725,34,SOUTH COVE RD,,,,,,,8851b3c6a9b98217
-73.2094003,44.4509791,521,SHELBURNE ST,,,,,,,2df3fb32bb1d9d55
-73.2171721,44.4508853,29,HOME AV,,,,,,,9024678d93100324
-73.209654,44.4510745,0,- -,,,,,,,177d5368554d37b8
-73.2110033,44.4510526,190,HOME AV,,,,,,,23609810004b3961
-73.217098,44.4488518,0,PINE ST,,,,,,,c54f734a6f280a3e
-73.2266439,44.4508333,10,DUNDER RD,,,,,,,9afad8411fa1ee9d
-73.2181983,44.4488291,0,RAILROAD_ROW -,,,,,,,e3f5389dc7b60a1f
-73.2274989,44.4509403,1,DUNDER RD,,,,,,,e389e04b741907d5
-73.2192576,44.4489784,80,INDUSTRIAL PW,,,,,,,2158e4f64c67db96
-73.209838,44.4510705,220,HOME AV,,,,,,,ffd8126d004ff333
-73.2094106,44.4512098,515,SHELBURNE ST,,,,,,,946108ae8e9f5220
-73.2306354,44.4510017,14,EASTMAN WY,,,,,,,f571c718e649aaf2
-73.2101467,44.4510879,210,HOME AV,,,,,,,d053dd90cb9356e9
-73.22009,44.4485059,0,ROAD_ROW -,,,,,,,24e39fc356853f87
-73.2205616,44.4504223,15,INDUSTRIAL PW,,,,,,,b55ed968fa65c0bf
-73.2104856,44.4511068,204,HOME AV,,,,,,,e606d5ddc83ab68b
-73.2291141,44.4510035,352,SOUTH COVE RD,,,,,,,034dad07ad109264
-73.210742,44.4511197,198,HOME AV,,,,,,,7073d8a213d4de80
-73.2132165,44.4511819,130,HOME AV,,,,,,,19928ca8912e2e30
-73.2134162,44.4511934,126,HOME AV,,,,,,,591ff739d3d88e12
-73.2136309,44.4512051,120,HOME AV,,,,,,,3277921ab0566258
-73.2107651,44.451356,0,- -,,,,,,,f10cd4d8d69d9a16
-73.2149774,44.4512445,88,HOME AV,,,,,,,4c5d24fbfd65e411
-73.2146961,44.4512374,92,HOME AV,,,,,,,278f131dba8af534
-73.2114434,44.4511623,151,WELLS ST,,,,,,,5a7047e6453316a4
-73.2109776,44.4512851,140,WELLS ST,,,,,,,fd943759aa2e81a5
-73.2139366,44.4512211,112,HOME AV,,,,,,,9acfde75518e2ba3
-73.2281544,44.4510027,309,AUSTIN DR,,,,,,,fca9a98e502b9fdd
-73.2116421,44.4511713,174,HOME AV,,,,,,,013f1c9beedd9eab
-73.2118255,44.4511842,168,HOME AV,,,,,,,4e61e148b6c5b205
-73.2142318,44.4512414,106,HOME AV,,,,,,,831ad50e0d853bf0
-73.2120275,44.4511936,162,HOME AV,,,,,,,c5af814e761204f3
-73.2318776,44.4510587,16,EASTMAN WY,,,,,,,af851f4faa09a191
-73.2123194,44.4512084,152,HOME AV,,,,,,,16f7a73b9a609bb4
-73.2093942,44.4513623,507,SHELBURNE ST,,,,,,,e2a187b3300cd55a
-73.2202479,44.4509975,1,INDUSTRIAL PW,,,,,,,5bf196aa10868ce4
-73.2125919,44.4512238,148,HOME AV,,,,,,,9c4af4d0c979b415
-73.2296998,44.4511119,20,SOUTH COVE RD,,,,,,,f76171c7ad75a269
-73.2127878,44.4512328,142,HOME AV,,,,,,,ec19c9082021f8d9
-73.2159201,44.45132,56,HOME AV,,,,,,,5bc4784f6c6b514d
-73.2126661,44.4514623,0,- -,,,,,,,2d23fc5e5aad62cd
-73.2161478,44.4513322,146,FOSTER ST,,,,,,,6a8099c036f3d6ec
-73.2133891,44.4514042,137,RICHARDSON ST,,,,,,,21a9236036296094
-73.2140354,44.4514417,990,PINE ST,,,,,,,79bc499ca53410e9
-73.2148306,44.4514495,991,PINE ST,,,,,,,0303d3a21711f1b9
-73.2167259,44.4513785,147,FOSTER ST,,,,,,,06de2b978eabd411
-73.2093781,44.4515068,501,SHELBURNE ST,,,,,,,301b604d0490db38
-73.2130592,44.4490504,0,ROAD_ROW -,,,,,,,2e048343dc3ebd12
-73.2152222,44.4513655,82,HOME AV,,,,,,,dad61eb994665661
-73.2154502,44.451377,76,HOME AV,,,,,,,677316acea1ff8fb
-73.2156806,44.4513894,68,HOME AV,,,,,,,cac5dd7baf4e02ed
-73.2133752,44.4515397,135,RICHARDSON ST,,,,,,,25a724e93327c5c3
-73.2160108,44.4515388,144,FOSTER ST,,,,,,,985b8dccc7a59b54
-73.2304075,44.4512998,15,SOUTH COVE RD,,,,,,,1946167546e5fd0e
-73.214029,44.4515788,984,PINE ST,,,,,,,3cacfc21aa7bb81b
-73.2167033,44.4515914,145,FOSTER ST,,,,,,,f7c2dd1c8040037a
-73.2149637,44.4516323,981,PINE ST,,,,,,,f00dc9513b066351
-73.2171952,44.4514726,52,BATCHELDER ST,,,,,,,8a7a66ceb52546bd
-73.2092571,44.4516607,495,SHELBURNE ST,,,,,,,5db5cc3c30a0f895
-73.2289698,44.4513417,366,SOUTH COVE RD,,,,,,,d908d616ae8ca9af
-73.2095229,44.4516748,77,SCARFF AV,,,,,,,5feed2f7e70b1701
-73.2133617,44.4516757,131,RICHARDSON ST,,,,,,,81f456f7044aef5e
-73.2097947,44.451554,75,SCARFF AV,,,,,,,bec0984cb8d35a24
-73.210192,44.451571,65,SCARFF AV,,,,,,,5143e21cc32899d0
-73.2104785,44.45157,57,SCARFF AV,,,,,,,91232eb5d955b0ee
-73.2140229,44.4517156,974,PINE ST,,,,,,,50e073887f95d625
-73.229531,44.4514828,4,SOUTH COVE RD,,,,,,,8372dacdda7d647c
-73.221447,44.4510827,91,AUSTIN DR,,,,,,,616ec059dd14778c
-73.2158213,44.4516939,138,FOSTER ST,,,,,,,779ef0abb1d08dc3
-73.2107734,44.451602,53,SCARFF AV,,,,,,,3b6cfc8c55e339bb
-73.210975,44.4516139,47,SCARFF AV,,,,,,,5bc670eb0b255493
-73.2166896,44.4517285,139,FOSTER ST,,,,,,,a0e9095b822d923a
-73.2113944,44.4516178,37,SCARFF AV,,,,,,,f7dd122177f73754
-73.2171651,44.4517545,44,BATCHELDER ST,,,,,,,532db14de80cc0c4
-73.211591,44.4516278,33,SCARFF AV,,,,,,,58dc1253afb31da7
-73.2200787,44.4513184,1,INDUSTRIAL PW,,,,,,,3e57bdbf1a4fac64
-73.2117827,44.4516378,31,SCARFF AV,,,,,,,cd2dafeb92a29842
-73.211974,44.4516492,27,SCARFF AV,,,,,,,245cc4c69be70996
-73.2149871,44.451789,971,PINE ST,,,,,,,d44acb9781af14c9
-73.2121642,44.451659,21,SCARFF AV,,,,,,,8c32e09c323b9096
-73.2133466,44.4518121,125,RICHARDSON ST,,,,,,,8aa74a58a91747f2
-73.2123541,44.4516685,17,SCARFF AV,,,,,,,1f2adddc8e0efbfa
-73.2125429,44.4516956,11,SCARFF AV,,,,,,,2c5fbecf3770f0bb
-73.212738,44.4517069,5,SCARFF AV,,,,,,,c088bab8f6ce26fc
-73.2140163,44.4518524,968,PINE ST,,,,,,,9553221305370004
-73.2166745,44.4518654,133,FOSTER ST,,,,,,,423eabfe92c4fd09
-73.2158045,44.4518576,130,FOSTER ST,,,,,,,e365432d850e4ee2
-73.2171523,44.4518912,40,BATCHELDER ST,,,,,,,f1ab6a9fdcc44e8e
-73.2181633,44.4517698,8,HOME AV,,,,,,,6e21a6f85de18a97
-73.2267498,44.4500708,0,ROAD_ROW -,,,,,,,0cd3f9175978d032
-73.2133328,44.4519493,121,RICHARDSON ST,,,,,,,919b7e36d340d0c4
-73.2105473,44.4520212,0,- -,,,,,,,b2645305e58cde5f
-73.2149825,44.4519531,967,PINE ST,,,,,,,c1e9121ff4d1e8d9
-73.2191409,44.451685,14,AUSTIN DR,,,,,,,235290c39ac65341
-73.2140102,44.4519885,964,PINE ST,,,,,,,32329c42c3861430
-73.2093152,44.4520332,481,SHELBURNE ST,,,,,,,cb7a698e3024df75
-73.2166608,44.4520014,127,FOSTER ST,,,,,,,42c6bc50b0645060
-73.2171379,44.4520272,38,BATCHELDER ST,,,,,,,2d014465f4b80aaa
-73.2157881,44.4520204,126,FOSTER ST,,,,,,,b20e025f0ab10e7d
-73.2132211,44.4520813,117,RICHARDSON ST,,,,,,,45e6110886314757
-73.2209375,44.4520006,0,- -,,,,,,,7db9d103a258aeec
-73.2148384,44.4521185,961,PINE ST,,,,,,,d758b85f3bbfad68
-73.214116,44.4521312,960,PINE ST,,,,,,,d6aded10c4b0d322
-73.216647,44.4521372,123,FOSTER ST,,,,,,,e2bbe956689d2bfd
-73.209301,44.4521785,475,SHELBURNE ST,,,,,,,efbebc38b7337ae4
-73.217124,44.4521635,32,BATCHELDER ST,,,,,,,f653bae718a2c203
-73.2132068,44.45222,111,RICHARDSON ST,,,,,,,84bdc906d8520675
-73.2135043,44.4521677,117,MORSE PL,,,,,,,4dde6b175aafeeee
-73.2136604,44.4518362,0,- -,,,,,,,f585649daf2fd01c
-73.2137589,44.4521813,115,MORSE PL,,,,,,,c80aee0ee009d005
-73.2182089,44.4521056,35,BATCHELDER ST,,,,,,,1bf5d883f9103f53
-73.2242568,44.452079,80,AUSTIN DR,,,,,,,400420658fac4064
-73.2141093,44.4522696,956,PINE ST,,,,,,,d0f5b41c141c5467
-73.2199557,44.452024,10,AUSTIN DR,,,,,,,85dd6f52ca818e6c
-73.2166327,44.4522734,115,FOSTER ST,,,,,,,88ffc424950af348
-73.2092889,44.4523257,471,SHELBURNE ST,,,,,,,8c09d1db419a88a1
-73.2097355,44.4521884,74,SCARFF AV,,,,,,,ad41ab24c1e00c15
-73.2194996,44.4520277,0,PVT_ROAD_ROW -,,,,,,,fcfb8fcf31d2badc
-73.209951,44.4522016,68,SCARFF AV,,,,,,,f8204db3d73af484
-73.2148393,44.4522922,957,PINE ST,,,,,,,8e02152a6a5d6a9a
-73.210142,44.4522182,64,SCARFF AV,,,,,,,c7b0c74d53516cdd
-73.2124808,44.4522771,8,SCARFF AV,,,,,,,eff7549e05050f9d
-73.2152294,44.4522189,69,MORSE PL,,,,,,,d1bb17118dc0cc2e
-73.2103343,44.4522295,58,SCARFF AV,,,,,,,66d9af523f026113
-73.2126784,44.4522882,4,SCARFF AV,,,,,,,1a1ea09ebbd7e22f
-73.210526,44.4522399,54,SCARFF AV,,,,,,,2186cdf0c1c21f11
-73.2154935,44.4522537,65,MORSE PL,,,,,,,632776927f75e36e
-73.2101188,44.4524465,0,LYMAN AV,,,,,,,73116a5f55676488
-73.2157612,44.4522668,57,MORSE PL,,,,,,,fcea26e113b17305
-73.2109075,44.452261,46,SCARFF AV,,,,,,,c9a0bc620a14cc20
-73.2160312,44.4522824,116,FOSTER ST,,,,,,,e393a2f8976a450d
-73.2113268,44.4522752,38,SCARFF AV,,,,,,,6ea5402c6c89d368
-73.210712,44.452294,52,SCARFF AV,,,,,,,5d07c77ef7333b50
-73.2115229,44.4522937,34,SCARFF AV,,,,,,,ef3e2ce1ff60752d
-73.2117108,44.4523032,30,SCARFF AV,,,,,,,76ad9520992b7533
-73.2166179,44.4524119,111,FOSTER ST,,,,,,,7f1ea707058d1c6b
-73.2119027,44.4523147,24,SCARFF AV,,,,,,,51a0fb8199ee4ea0
-73.2092746,44.4524724,465,SHELBURNE ST,,,,,,,19ccd51b0956d16f
-73.2122838,44.4523354,14,SCARFF AV,,,,,,,38a73e0cf4522eed
-73.2171024,44.4523702,21,MORSE PL,,,,,,,1e7531c501c86349
-73.231277,44.4517555,25,OAKLEDGE,,,,,,,177f2e1298d2fdca
-73.2125633,44.452495,100,RICHARDSON ST,,,,,,,c96be0eaddbef2b5
-73.2178074,44.451966,35,BATCHELDER ST,,,,,,,848e6298a2b78e7e
-73.2299831,44.4521376,20,OAKLEDGE,,,,,,,88716fcb42e43819
-73.2120492,44.4524113,20,SCARFF AV,,,,,,,9eebc63b70a6919f
-73.2236945,44.4522791,80,AUSTIN DR,,,,,,,08941a75aaad4621
-73.2147933,44.4525715,947,PINE ST,,,,,,,e9b5ca7a1c2225ea
-73.2092619,44.4526197,461,SHELBURNE ST,,,,,,,14c4f52ba13044d0
-73.2160352,44.4526158,102,FOSTER ST,,,,,,,19837cfc6fb69ca8
-73.2183138,44.4524996,105,BRIGGS ST,,,,,,,68bc3b4c3962d2bc
-73.2130848,44.4525547,101,RICHARDSON ST,,,,,,,e1593086d922d62b
-73.2132826,44.4525658,118,MORSE PL,,,,,,,55ae68cd24f81dbc
-73.2134735,44.4525763,116,MORSE PL,,,,,,,f61e27a62752ab8e
-73.2125452,44.4526712,94,RICHARDSON ST,,,,,,,15545a50767e0ca5
-73.2136649,44.452587,114,MORSE PL,,,,,,,27052cc04cceed74
-73.213857,44.4525975,112,MORSE PL,,,,,,,d2646f93b1761713
-73.2140495,44.4526079,108,MORSE PL,,,,,,,a6ac66c31e252da8
-73.2166422,44.4526734,101,FOSTER ST,,,,,,,8ea19ed22a717e7b
-73.2142466,44.4526188,0,MORSE PL,,,,,,,dded613ca4a5a95e
-73.218236,44.4527282,103,BRIGGS ST,,,,,,,3069784762796f20
-73.2092469,44.4527686,455,SHELBURNE ST,,,,,,,c5cf3b9b959be8b9
